image_id,label,fo_mean,fo_std,fo_variance,fo_min,fo_max,fo_median,fo_skewness,fo_kurtosis,fo_entropy,fo_energy,shape_area,shape_perimeter,shape_circularity,shape_eccentricity,shape_solidity,shape_extent,shape_major_axis,shape_minor_axis,shape_aspect_ratio,shape_convex_area,shape_equiv_diameter,glcm_contrast_mean,glcm_contrast_std,glcm_dissimilarity_mean,glcm_dissimilarity_std,glcm_homogeneity_mean,glcm_homogeneity_std,glcm_energy_mean,glcm_energy_std,glcm_correlation_mean,glcm_correlation_std,glcm_ASM_mean,glcm_ASM_std
ISIC_0024850,pigmented benign keratosis,0.34611208372237784,0.15748894863034116,0.024802768940690233,0.011764705882352941,0.8901960784313725,0.34509803921568627,0.3339637690395064,-0.14728143992009013,5.064436412243944,2915.062283737024,20160.0,1720.9961748553926,0.08553435439045379,0.8126305764775228,0.5664194200944033,0.3811684628474192,255.0891365559366,148.6606320363766,1.7159158619312032,35592.0,160.2139482749891,1.640793721763084,0.40071027993037406,0.21898890803526921,0.0470053569485237,0.9500974904845565,0.006989017918582793,0.9045320246039912,0.000922548355042809,0.9253236985693625,0.018194807953514112,0.8181790346296627,0.0016687248830382104
ISIC_0028656,pigmented benign keratosis,0.44221581356198786,0.1430355747351428,0.020459175639812623,0.00392156862745098,0.9137254901960784,0.4588235294117647,-0.36619021651745653,0.45956752844514837,4.974582804534208,19765.713156478276,91502.0,2466.768865538673,0.18896594083868334,0.41923067774987344,0.7919576939388432,0.6191603962539923,373.54373115926467,339.1327889242946,1.101467458643911,115539.0,341.32677132383986,3.461272569082918,0.8666198234804494,0.4919135709791107,0.1110105150960102,0.8559869885375119,0.025157728484506984,0.5811373013492278,0.0021281400138031545,0.9658867988103998,0.008534337264917069,0.33772509199938155,0.0024739710612450864
ISIC_0025799,pigmented benign keratosis,0.38682387864552675,0.1445694873483482,0.020900336672164215,0.00392156862745098,0.8431372549019608,0.403921568627451,-0.23944372721886165,-0.32670352837534367,4.99085739175358,9421.43940023068,55247.0,2816.8592693342944,0.08749601305444474,0.5875250810714734,0.5955137325917302,0.40747132794925695,351.96116232383594,284.8090688083573,1.2357793373520138,92772.0,265.2219167564844,3.367209876270874,0.8268936246569387,0.4287293387622462,0.09532164915942494,0.8922831895635424,0.017355649814226746,0.7428694566644524,0.0016902280326157708,0.9439820330582364,0.013736997269320844,0.5518578865157409,0.002510813405791436
ISIC_0026526,pigmented benign keratosis,0.31754231760464574,0.18076326538580959,0.032675358112940624,0.0,0.996078431372549,0.3058823529411765,0.8540038715102447,1.133850604703845,5.138128587255956,9122.501038062284,68329.0,5384.342817604978,0.02961757672452786,0.6939610223619238,0.3858128557231909,0.31457575618065464,535.5238723827077,385.5839190869921,1.388864643657215,177104.0,294.95624226689785,4.663540319734923,1.0743943706801906,0.5886426205212181,0.1296322304008517,0.8619345901328681,0.02267781945295309,0.6829660292973969,0.0030700225583582255,0.9185023592941179,0.018750726491769232,0.4664520222127617,0.004190443207502833
ISIC_0027042,pigmented benign keratosis,0.3269345633355809,0.16363464913031528,0.026776298396001395,0.00392156862745098,0.8823529411764706,0.3333333333333333,0.4074474919081,0.4516408169992041,5.049787720039725,3078.514863514033,23032.0,1168.1118318204308,0.21211562942310141,0.8777671328459086,0.662829515367791,0.4242558208075449,292.56484324779524,140.16416783978093,2.0873012536429476,34748.0,171.24617716708386,1.1801651486848876,0.29666888599599245,0.1679774076563152,0.038054950153118265,0.9565399875017255,0.0071637885248397,0.8933098211026489,0.0007541601248753227,0.9486208340067661,0.01288997336690823,0.7980030052359407,0.0013473319027851422
ISIC_0026205,pigmented benign keratosis,0.3874164338530335,0.16197246159686446,0.026235078315747735,0.0,0.9921568627450981,0.3843137254901961,0.6560568344560098,1.3808878181933295,5.059061025508127,16112.72210688197,91380.0,4546.955949253075,0.05554174550382266,0.8578588434755571,0.6840639597556594,0.4812361100871049,555.154176884695,285.2856264324287,1.9459591561868816,133584.0,341.0991492189612,4.982019250433519,1.2811731383685676,0.6883213629887449,0.15711385400351388,0.8249597252420411,0.028741774965661045,0.5773582297903541,0.0031220377404988014,0.9418049711106748,0.014946499829380882,0.3333522726263044,0.0036035171250292032
ISIC_0025136,pigmented benign keratosis,0.3130317340774501,0.15204314712421363,0.02311711858743527,0.00392156862745098,0.9372549019607843,0.30980392156862746,0.35429075071687527,-0.04439004781724032,5.026291037586151,3112.0604998077665,25697.0,1955.3048327204938,0.08446238511130512,0.74750490737831,0.4849771637791115,0.33161698283649504,316.22856255874217,210.05681048163692,1.5054430362608344,52986.0,180.8823832800184,1.7525623773081709,0.43660605055612856,0.2404723729716429,0.05405522392443632,0.94304213383477,0.008867995431673601,0.8796690439251426,0.001084693328704337,0.9231850391410221,0.019102889193361772,0.7738188033997917,0.0019079614793903342
ISIC_0027710,pigmented benign keratosis,0.33059055238901186,0.1471566320539973,0.021655074357475542,0.00784313725490196,0.9686274509803922,0.3411764705882353,0.049508665725975315,-0.33855698440457216,5.005953213334062,5606.941991541715,42819.0,4042.6990232160824,0.03292331562406172,0.6310202488283553,0.3888147320820507,0.23391074911093265,447.043942480979,346.8016520937064,1.2890479032671591,110127.0,233.49270666557217,3.5780577211480615,0.8452941852429409,0.47453072974484534,0.09857117524755768,0.894219792229451,0.014546400656579498,0.7973732112208258,0.002213998661807576,0.9061952114927322,0.022119709146990334,0.6358089397626862,0.003529849161462972
ISIC_0025810,pigmented benign keratosis,0.41661331930486456,0.16756760346416946,0.02807890173072514,0.00784313725490196,0.9450980392156862,0.4196078431372549,0.20643765843109205,0.28226821142513536,5.126778564438508,8274.928827374086,41037.0,1662.8124086713187,0.1865086397925087,0.8703521969683815,0.6467408434722309,0.4844982290436836,363.0513863232897,178.77730139426882,2.0307465404829537,63452.0,228.58243851463496,2.0751614776349143,0.5180433525626033,0.30707602544470336,0.06592189051310696,0.9169761288124328,0.012387156335904002,0.8100789008124679,0.0010330090162689585,0.9636824910463835,0.00905168148439864,0.656228892649164,0.001673577906621044
ISIC_0024981,pigmented benign keratosis,0.36992866586419876,0.125341004859868,0.01571036749928145,0.0,0.8705882352941177,0.3803921568627451,-0.25653087822786874,0.6793103656217521,4.819343219423057,3638.1932948865824,23848.0,951.2529214236354,0.3311843604999234,0.6134887833580542,0.829264900201683,0.5530612244897959,206.40056649769556,162.9952360150286,1.2662981541292708,28758.0,174.25331177008994,1.0270317571238459,0.2493373091646786,0.14128745961946598,0.031679358773888035,0.9622587735699785,0.0065224678211854015,0.8894368869515837,0.0005926116026026819,0.9615523245229011,0.009314870147283567,0.7910983270586358,0.001054175461752534
ISIC_0027023,pigmented benign keratosis,0.32737574339561776,0.13566175323529822,0.01840411129087495,0.011764705882352941,0.7725490196078432,0.3411764705882353,-0.22561383922397968,-0.5558063256825467,4.873804415878202,2503.6682968089194,19937.0,1999.1727983645296,0.06268577578748971,0.9750891748405709,0.4438828899031504,0.41970864384657486,520.2098692352746,115.38942211585947,4.508297725184424,44915.0,159.32538028633397,1.2842008804209912,0.30149480134713297,0.15174390276545519,0.034190412670416837,0.9649052322650203,0.006315707662359118,0.9072719532568092,0.00073280633943855,0.9308975574026874,0.016268003602084073,0.8231429341715568,0.001329035866478962
ISIC_0028503,pigmented benign keratosis,0.433062540890546,0.1567792117660999,0.024579721241999603,0.00392156862745098,0.9568627450980393,0.4392156862745098,0.14522462160339536,0.32398284705972014,5.0788653535194666,24380.343852364473,114935.0,1962.192134348286,0.3751276731815035,0.6538429271343609,0.8803636809289642,0.7250275981706356,444.7924262364806,336.54343153286493,1.321649405577671,130554.0,382.5438368006155,3.0315476944712016,0.8220643058849249,0.6054595787308501,0.13111652619776148,0.8054041496696374,0.030672352626218983,0.4754938659533854,0.0023008370994738363,0.971979723649144,0.007595902575861633,0.2260997104106543,0.002189771140411142
ISIC_0026530,pigmented benign keratosis,0.36741109521925686,0.18025568684615245,0.03249211264037818,0.0,0.9882352941176471,0.35294117647058826,0.5349153486146129,0.14068110691446245,5.196658182886995,8093.61720876586,48325.0,2359.903858487467,0.10904182361308384,0.7822715343347996,0.6577425106504607,0.5060845341823056,356.6309498590481,222.15882600884473,1.6052972383138615,73471.0,248.05100483434197,2.7057481942474517,0.7218792557840583,0.42660465018943494,0.09342787007559833,0.890082335203389,0.015624361423900616,0.7762577222957256,0.001382635920105017,0.950555200981045,0.013171486930641805,0.6025779631058354,0.0021462937519353908
ISIC_0027801,pigmented benign keratosis,0.3921687215152054,0.17675536255931443,0.031242458193474692,0.00392156862745098,0.9490196078431372,0.39215686274509803,0.31927475750799555,0.14872487180806893,5.17046807303739,6302.605351787774,34061.0,1586.6997102991108,0.17001129420978464,0.7314052483514079,0.6768206656731247,0.43808360128617363,289.758241173014,197.59862708486844,1.46639804864921,50325.0,208.24939887842262,2.005343711416007,0.5313190732145843,0.2905415973146441,0.06621616346893505,0.9255032234380228,0.011235910625753513,0.84173908204368,0.0009880993170394879,0.9556164683957268,0.011737283825081117,0.7085256585799975,0.0016633117185860336
ISIC_0024623,pigmented benign keratosis,0.28962656488053884,0.15706311224847413,0.024668821229176782,0.0,0.984313725490196,0.28627450980392155,0.5042191912468333,0.43604105742484256,5.013963518267695,4981.902391387927,45894.0,4257.185350610848,0.031821500712432345,0.8272871599300983,0.3949909630777175,0.25650570087189806,564.9542503610138,317.3795897769897,1.7800585436448046,116190.0,241.7313708770038,3.6245667469219596,0.8199845682903764,0.4473186552313829,0.09448464789770115,0.9029888916534458,0.015059411950125537,0.7844350897405015,0.0024244713450628135,0.8929549657295205,0.024168953069242043,0.6153442880774918,0.003802235561779975
ISIC_0028308,pigmented benign keratosis,0.3932196655610834,0.15907316889888523,0.02530427306353327,0.00784313725490196,0.9294117647058824,0.4,0.21764254251435064,0.13750453017887088,5.080651948225808,6943.703360246059,38592.0,2219.636831182708,0.09843358552999576,0.8691186114096034,0.44815012657639874,0.2633259641365758,450.6898587013262,222.9128804355647,2.0218206225709907,86114.0,221.66835703460112,2.4076628780147606,0.5761795880843198,0.2921795191474833,0.0655194711647811,0.9283617292294069,0.012100264106349394,0.8202628892150308,0.0012112504844373853,0.9502088055869095,0.011895691408779958,0.6728326745511258,0.00198672026807946
ISIC_0028294,pigmented benign keratosis,0.3209532406948409,0.13756224825693508,0.018923372145502642,0.0196078431372549,0.8627450980392157,0.32941176470588235,0.12047801085264379,-0.17641392638234787,4.9124654122925016,1374.5659823144942,11273.0,1197.5727265770302,0.09877466770218302,0.7878167909060892,0.3906369117748978,0.3029887652529162,270.179943398873,166.40643591188388,1.6236147473402989,28858.0,119.80496395308288,0.8878366951536196,0.21298059656369028,0.1159363734337982,0.025218201712269385,0.9739389085006002,0.003953796230459243,0.9469097221245795,0.0005783657762609273,0.9161903164516035,0.0200627242462538,0.8966383563610194,0.001094912071915197
ISIC_0027806,pigmented benign keratosis,0.3331457997397172,0.1507366592385277,0.022721540438392012,0.0,0.8509803921568627,0.3411764705882353,0.07183359922601948,-0.3147297017291022,5.02835760984886,5326.378515955403,39836.0,2596.2369029702077,0.0742671828554189,0.6112474821571269,0.5096072662146603,0.3254575163398693,363.46247761433915,287.65856922035533,1.2635204249240206,78170.0,225.21272278463744,2.55614129686076,0.6299027616692613,0.3510158454010289,0.07799928366438104,0.9144475170090325,0.013394471217576634,0.8142228484630483,0.001562651601792229,0.9305182969264391,0.01709300477354971,0.6629612888393086,0.002544361093166731
ISIC_0024910,pigmented benign keratosis,0.28837638619671135,0.15494162523548724,0.024006907230614175,0.0,0.8117647058823529,0.2784313725490196,0.3363066284161947,-0.4157463538670676,5.015478777560257,1274.8687120338332,11896.0,972.5310960166873,0.15805339412700312,0.7029482705675012,0.5197937603775233,0.383741935483871,211.42907171006706,150.37701975850104,1.405993229880556,22886.0,123.07094549149079,0.9411245766477618,0.2326359303867692,0.1244258652227386,0.026925836257407392,0.9719118298182594,0.004070774352177591,0.9444541135206682,0.000596038188049599,0.9044725783788374,0.0235568885950326,0.8919939278076328,0.0011258049622159625
ISIC_0024435,pigmented benign keratosis,0.3441000241156065,0.13382942197182215,0.017910314185312033,0.0196078431372549,0.788235294117647,0.34901960784313724,-0.0070706096468550654,-0.2902086894704472,4.911367367326603,2305.361660899654,16912.0,1154.9047250392443,0.15933548903521083,0.853481199932712,0.6358133764427234,0.44419930134215846,239.07833367868204,124.58936993068949,1.9189304337254782,26599.0,146.74136151937896,1.1351545544555757,0.29314330385206316,0.16162294494023272,0.03751477599492181,0.9611041647122806,0.006198382880541092,0.9204135077548283,0.000635187355702275,0.9349909440442047,0.016751149643685966,0.8471614287205245,0.001169229474045636
ISIC_0024705,pigmented benign keratosis,0.32307976430930613,0.14507544490053334,0.021046884713087684,0.00392156862745098,0.9137254901960784,0.3176470588235294,0.4013517538053696,0.2771205387538793,4.988660602987967,3795.308266051519,30259.0,2753.8937572197005,0.050138353993631854,0.826570555409886,0.4291143728284762,0.3023602062432551,384.5807947418882,216.4548072165581,1.776725588529544,70515.0,196.2828453638812,2.339458173831509,0.5532138803167967,0.29851648097522065,0.06521811078283744,0.9323783949743402,0.01042331734376453,0.8575186124518384,0.0013953215071650072,0.9138813346335662,0.020341965810357642,0.7353401176234344,0.002392243764989487
ISIC_0024547,pigmented benign keratosis,0.4099889500133566,0.19658085555637309,0.03864403277127562,0.00392156862745098,0.996078431372549,0.40784313725490196,0.39775691615559533,0.042851680339884624,5.270864148640589,15675.26577470204,75823.0,2649.734377653266,0.13570821777637565,0.6123596332758385,0.7019673193537934,0.5401845189327824,376.2706721287422,297.47181646774465,1.2648951977927692,108015.0,310.71022191175854,3.5166567506975857,0.9391993338030586,0.5575646169729354,0.12416887410106993,0.8466658103689406,0.02348040773909717,0.6503212654935753,0.0019081209249407448,0.9623579137895621,0.010040453797858204,0.4229213892786293,0.002481929915057352
ISIC_0027142,pigmented benign keratosis,0.3522002319497262,0.116052212614852,0.013468116052802815,0.00392156862745098,0.7098039215686275,0.37254901960784315,-0.5575550690383202,0.014047177678280676,4.732817234672867,4998.601891580162,36350.0,3360.2167004346747,0.040455698807263504,0.7431250888612206,0.4092039941011584,0.29021492670775717,402.61710152883074,269.41225027403385,1.4944275960699893,88831.0,215.13311565429242,2.8159464903043006,0.649724908140722,0.3330891953528696,0.07090923575961883,0.9279417702349186,0.011555318766030843,0.8278510523597968,0.0017917097134299584,0.9183276439816792,0.018807791419279022,0.6853405751169204,0.0029659960638832054
ISIC_0025529,pigmented benign keratosis,0.40193701565679096,0.16860732864185357,0.02842843127174201,0.00392156862745098,0.9647058823529412,0.41568627450980394,0.0859292101089061,0.03184808684983542,5.1355193657432,11472.240722798924,60386.0,2591.787155501902,0.11296592432535683,0.6535657521420293,0.6660636878040171,0.5034348217560943,355.65894891074976,269.1874972009028,1.3212313075793067,90661.0,277.28296584604243,3.22204737927946,0.829310765641633,0.439678022290234,0.09941081432179996,0.8874534857548839,0.018245997875703752,0.7205589088549735,0.0016757206886379439,0.9554703512776521,0.011444965235980448,0.5192079491700963,0.002414699344084292
ISIC_0027649,pigmented benign keratosis,0.3360593502132419,0.14125732420862047,0.01995363164257932,0.00392156862745098,0.9176470588235294,0.34901960784313724,-0.10116693668124421,-0.34302714697048886,4.9608248857895125,7608.988050749711,57258.0,4115.218792475727,0.04248740220184159,0.8750970205738555,0.3876694335739143,0.30382043935052533,577.2516747335288,279.35951787541507,2.0663397442966795,147698.0,270.00583299707796,3.8787879981850724,0.9106419620842285,0.49056716985800075,0.10620238402136278,0.8835253600769628,0.018296478311968616,0.732924690796825,0.0022446140420221356,0.919356993934836,0.018906221159855456,0.5371836406718191,0.0032887374866620443
ISIC_0027875,pigmented benign keratosis,0.4096307465534091,0.16527922753923852,0.02731722305596738,0.00392156862745098,0.996078431372549,0.4117647058823529,0.4903443537870803,0.7817620030968779,5.079645033569477,19683.938439061898,100884.0,1951.4053377838823,0.3329179258929467,0.5667149338245621,0.826484467164766,0.616168279097039,402.04689423815904,331.2520414904305,1.2137189930338097,122064.0,358.39851873446986,2.4775861797485836,0.653163492822601,0.4526860272790195,0.10139415387230245,0.8551679117993976,0.025287156968542637,0.5391033864052586,0.002079252989047063,0.9747909386338809,0.006640904598982617,0.29063678452661,0.0022426667851716117
ISIC_0026967,pigmented benign keratosis,0.305394219257739,0.12461325507287092,0.015528463339856392,0.00392156862745098,0.9686274509803922,0.3137254901960784,-0.0029065974310690905,0.12978650438251504,4.819975353667564,2120.396862745098,19490.0,1668.9778848921628,0.08792665247559206,0.913897238034477,0.4263650682534127,0.2644253598708399,386.61661629421724,156.94531815420748,2.4633841954708386,45712.0,157.52916786071182,1.4112777464895812,0.3196830388145294,0.18485888594771052,0.03733070680620339,0.9569781801090025,0.006145355942824807,0.9079206152958079,0.0008581111206391139,0.9102764893704702,0.020293677421558555,0.8243205800338138,0.0015580674241077543
ISIC_0026444,pigmented benign keratosis,0.2961731582830215,0.1411556168646498,0.01992490817243981,0.0,0.8431372549019608,0.3058823529411765,-0.0456665852758195,-0.571272246920211,4.935797864274056,6729.007212610534,62512.0,3970.835062185404,0.0498206697869886,0.5657086746373093,0.48811187719120164,0.3354475889972847,463.46448162294337,382.1752102007216,1.2127015809830468,128069.0,282.1218715741204,3.6301262869752957,0.8680868369466755,0.4831113684878518,0.10721544746179712,0.8799057967240025,0.019859586270542167,0.7118648833244355,0.0025832049979960196,0.9130976104235827,0.020753154246365372,0.5067582850585739,0.0036763587983535085
ISIC_0028497,pigmented benign keratosis,0.3626739150028225,0.17347724605932777,0.030094354900328555,0.00784313725490196,0.9921568627450981,0.3568627450980392,0.7418948883065056,0.8839007536086232,5.1183266485673675,11357.34823529412,70269.0,3893.514211011483,0.05824921927356435,0.5006652068262288,0.4484129516419282,0.3795534093855328,439.7639545835964,380.6777118971356,1.1552132968121513,156706.0,299.1141413724787,3.6640686336281982,0.9116005338307794,0.49066385247063515,0.11172932739061152,0.8738626207008915,0.02161886009200807,0.6727425754168763,0.002286170930846433,0.9469071405284436,0.013193390482216431,0.45258779935605653,0.003074416396405562
ISIC_0027218,pigmented benign keratosis,0.4387979045351289,0.15690897197893622,0.024620425487486587,0.0,0.996078431372549,0.47058823529411764,-0.43060293319743953,0.7714017422130235,4.964560793852618,18315.396831987695,84339.0,1635.94235098623,0.39600650539898974,0.5859971832707174,0.8866030317683914,0.6181398416886543,370.3499520343589,300.0994134140838,1.234090889485818,95126.0,327.69459861801033,2.6748675126166512,0.758535131339772,0.43151198350425946,0.10026204908138925,0.8733399272480349,0.02137068551564038,0.6166027223754057,0.0018552422307019647,0.9731999212548776,0.007593477809697332,0.38020235916449624,0.002288356229927742
ISIC_0025131,pigmented benign keratosis,0.37860270509212224,0.15374000175331498,0.02363598813910929,0.00784313725490196,0.9803921568627451,0.403921568627451,-0.20702982192972152,0.014664089114736267,5.006534109833556,16953.74082276048,101534.0,3772.7274144470794,0.08964178670355186,0.5717709061096704,0.7211785011613123,0.6169279377810184,482.00492663244864,395.4432666073457,1.2188977973193158,140789.0,359.55125355801505,4.337649924942281,1.1066836878742703,0.6029000636146882,0.1329547661399184,0.8418782916599064,0.02601895266620613,0.534098889380712,0.0030798019566324296,0.9483742963560804,0.013161787439603905,0.2852711088178022,0.003290239863053342
ISIC_0028094,pigmented benign keratosis,0.3465491910037236,0.14683733695212856,0.02156120352319294,0.00784313725490196,0.9529411764705882,0.3607843137254902,0.021947439809699477,0.42304581637065697,4.967333561810807,3597.6766782006916,25397.0,1624.2205255792821,0.12097685611377804,0.9379657756659624,0.5417911084563529,0.26177076891362605,389.03947887946066,134.89082303842346,2.8841063470169748,46876.0,179.8234264984374,1.7005276331565269,0.40457345931847805,0.19790749567946433,0.04515898266305069,0.9536620026532121,0.008213947521558797,0.8818299081740024,0.0009613704919329524,0.9356310399306917,0.015281581423360556,0.7776249111833924,0.0016953529273872738
ISIC_0025434,pigmented benign keratosis,0.29572867673153314,0.1499301022823074,0.02247903557038316,0.0,0.9215686274509803,0.29411764705882354,0.3104379123257499,-0.10366944589334848,5.007961808899805,6092.23940023068,55417.0,4701.72445585425,0.03150202908045461,0.8119525028956076,0.36210084747423926,0.3033223864258347,591.2038344461421,345.0995758060122,1.713139846855304,153043.0,265.6296592073041,3.8946406615356564,0.9355182545236718,0.5312295103554927,0.11600447177280736,0.8752252370790787,0.019046322173007384,0.7418517459424534,0.002542717560062082,0.9011112769787559,0.023738901260968306,0.5503504783704567,0.003770546300665204
ISIC_0027394,pigmented benign keratosis,0.3888954692661559,0.14978289912828283,0.022434916871273348,0.00392156862745098,0.8549019607843137,0.403921568627451,-0.15219446488510444,-0.24374659030819634,5.030026723071764,9453.108635140332,54430.0,2531.8876605652904,0.10669875057622374,0.7908279474274724,0.5795974869555958,0.43319776835101514,407.6628574989317,249.5053744949834,1.633884072934582,93910.0,263.2535439836184,2.9387978918960767,0.7184488208371703,0.40277406743811056,0.08885113976654532,0.8942121924331667,0.016966951699048598,0.7477063715287322,0.0015780195370130386,0.9516445113488856,0.011802856240717204,0.5590673081703216,0.002359636140102083
